campaignTitle,description,url,mainCategory,category,location,countryState,city,continent,valuta,creator,backed,comments,created,numSuccessfulCampaigns,numLiveCampaigns,pastSuccessRate,facebookFriends,goal,currency,campaignDuration,numCollaborators,totWordCount,mainVideo,numAdditionalVideos,numImages,viewGallery,success
Funding to make a documentary on Fr Joseph Mallin 104 years,,https://www.kickstarter.com/projects/105882019/funding-to-make-a-documentary-on-fr-joseph-mallin?ref=ending_soon,Art,Video Art,"Hong Kong, Hong Kong",Hong Kong,Hong Kong,Asia,eur,"Published Poet, Verona Pentony",0,2,1,0,0,0.5,113,8489.76,eur,18.88030093,0,37,0,2,0,0,0
The Official One and Only Two-Faced Donald Trump Voodoo Doll,,https://www.kickstarter.com/projects/1059145942/the-official-one-and-only-two-faced-donald-trump-v?ref=ending_soon,Games,Games,"Los Angeles, CA",California,Los Angeles,North America,usd,Dan Chung,2,2,1,0,0,0.5,871,50000,usd,30,0,556,0,0,4,0,0
Pop Fantastic - And His Autistic Superpowers,,https://www.kickstarter.com/projects/1059308256/pop-fantastic-and-his-autistic-superpowers-0?ref=ending_soon,Publishing,Children's Books,"Newcastle upon Tyne, UK",United Kingdom,Newcastle upon Tyne,Europe,gbp,David Fox,17,2,2,1,0,0,107,12506,gbp,30,0,444,1,0,8,0,1
Silver ion Cover,,https://www.kickstarter.com/projects/1060245745/silver-ion-cover?ref=ending_soon,Design,Product Design,"Cagli, Italy",Italy,Cagli,Europe,eur,Francesco Baldeschi,2,168,5,2,0,0.25,0,1273.46,eur,30,0,1097,0,0,27,0,1
"Beacon: A Better Sleep, A Better you (Canceled)",,https://www.kickstarter.com/projects/1060397071/beacon-the-multi-sensory-light-that-monitors-air-q?ref=ending_soon,Design,Product Design,"London, UK",United Kingdom,London,Europe,gbp,Beacon,3,168,1,0,0,0.5,0,75036,gbp,32.04362269,0,1266,0,1,49,0,0
H2O Generator - An Electricity Generator That Runs On Water!,,https://www.kickstarter.com/projects/1064149290/h2o-generator-an-electricity-generator-that-runs-o?ref=ending_soon,Technology,Technology,"Orlando, FL",Florida,Orlando,North America,usd,Jamie Kitchens,0,99,2,0,0,0,93,10000,usd,29.95833333,0,167,0,0,0,0,0
HAND KNITTED TOP HATS,,https://www.kickstarter.com/projects/1064439453/hand-knitted-top-hats?ref=ending_soon,Crafts,Crochet,"Seattle, WA",Washington,Seattle,North America,usd,Jessica Marlene Ryals,0,2,1,0,0,0.5,215,1000,usd,59.95833333,0,179,0,0,0,0,0
Louisville Bespoke,,https://www.kickstarter.com/projects/1065813732/louisville-bespoke?ref=ending_soon,Fashion,Fashion,"Louisville, KY",Kentucky,Louisville,North America,usd,Yamilca Rodriguez,0,2,1,1,0,0.5,735,10000,usd,31.96164352,0,493,1,4,8,0,1
Fairfax Royalty Photography Series (@fairfaxroyalty),,https://www.kickstarter.com/projects/1068789370/fairfax-royalty-photography-series?ref=ending_soon,Art,Art,"Los Angeles, CA",California,Los Angeles,North America,usd,Rachel Berkowitz,0,2,1,1,0,0.5,2427,3000,usd,58.95833333,0,427,1,0,0,0,1
Nine Mile Creek,,https://www.kickstarter.com/projects/107021077/nine-mile-creek?ref=ending_soon,Film & Video,Shorts,"London, UK",United Kingdom,London,Europe,gbp,Ali Ali,0,2,1,1,0,0.5,0,5627.7,gbp,23.40790509,0,1621,0,0,20,0,1
Next-Gen Martial arts training,,https://www.kickstarter.com/projects/107078647/next-gen-martial-arts-training?ref=ending_soon,Technology,Web,"Chicago, IL",Illinois,Chicago,North America,usd,Paul Davis,0,2,1,0,0,0.5,0,800,usd,29.95833333,0,490,1,0,0,0,0
A NewsHound's Guide to Student Journalism,,https://www.kickstarter.com/projects/107082341/a-newshounds-guide-to-student-journalism?ref=ending_soon,Journalism,Print,"Brooklyn, NY",New York,Brooklyn,North America,usd,Katina Paron,0,1,1,1,0,0.5,0,17000,usd,29.58079861,0,955,1,0,9,0,1
Ivy Cuff,,https://www.kickstarter.com/projects/1071464198/ivy-cuff?ref=ending_soon,Fashion,Jewelry,"Geneva, Switzerland",Switzerland,Geneva,Europe,chf,vanderbauwede,0,2,1,0,0,0.5,0,89463.24,chf,30,0,233,1,0,0,0,0
Opening the Earth: The Potato King,,https://www.kickstarter.com/projects/107162608/opening-the-earth-the-potato-king?ref=ending_soon,Film & Video,Documentary,"Calca, Peru",Peru,Calca,South America,usd,Aaron Ebner,0,2,1,1,0,0.5,1514,7450,usd,30,1,611,1,0,10,0,1
My Child Lebensborn: A nurture game about emotional survival,,https://www.kickstarter.com/projects/1071941972/my-child-lebensborn-a-nurture-game-about-emotional?ref=ending_soon,Games,Mobile Games,"Oslo, Norway",Norway,Oslo,Europe,nok,Elin Fest’ÛÎÙy,7,67,1,1,0,0.5,658,11659.5,nok,32.20777778,0,1560,0,0,27,0,1
FORS NOME a family high end unisex brand from Denmark,,https://www.kickstarter.com/projects/1072110751/fors-nome-a-family-high-end-unisex-brand-from-denm?ref=ending_soon,Fashion,Ready-to-wear,"Copenhagen, Denmark",Denmark,Copenhagen,Europe,dkk,FORS NOME,0,2,1,1,0,0.5,3053,6419.57,dkk,30,0,1326,1,0,19,0,1
ViviStand - Next Generation Sit/Stand Desks,,https://www.kickstarter.com/projects/1072402579/vivistand-next-generation-sit-stand-desks?ref=ending_soon,Technology,Technology,"Salt Lake City, UT",Utah,Salt Lake City,North America,usd,Rob Schroader,1,212,1,1,0,0.5,0,30000,usd,30,0,1072,1,0,27,0,1
"Electronic Painting , retrolight diffuser ,audio and remote",,https://www.kickstarter.com/projects/1072963540/electronic-painting-retrolight-diffuser-audio-and?ref=ending_soon,Technology,Technology,"Montreal, Canada",Canada,Montreal,North America,cad,Denis Lesperance,0,2,1,0,0,0.5,0,15022,cad,59.95833333,0,547,1,0,0,1,0
Alice in Wonderland Fundraiser! by Del Mar Ballet,,https://www.kickstarter.com/projects/1076047345/alice-in-wonderland-by-del-mar-ballet?ref=ending_soon,Dance,Performances,"San Diego, CA",California,San Diego,North America,usd,"Marie Arts, Director",0,2,2,2,0,1,1228,2000,usd,30,0,341,0,0,7,0,1
"Alaska Escape Rooms: ""Raven's Eye"" A fun indoor adventure",,https://www.kickstarter.com/projects/107660168/alaska-escape-rooms-ravens-eye-a-fun-indoor-advent?ref=ending_soon,Games,Live Games,"Anchorage, AK",Alaska,Anchorage,North America,usd,Graeme Deishl,0,2,1,0,0,0.5,0,10000,usd,29.95833333,0,620,1,0,2,0,0
Saving the Thai Cats,,https://www.kickstarter.com/projects/1076937671/saving-the-thai-cats?ref=ending_soon,Film & Video,Learn more about accountability.,"Bangkok, Thailand",Thailand,Bangkok,Asia,gbp,Sophie Gellender,0,2,1,0,0,0.5,464,625.3,gbp,59.95833333,0,459,0,0,0,0,0
DSP-Crowd's Raspberry Pi to DE0 Nano connector,,https://www.kickstarter.com/projects/1077092786/dsp-crowds-raspberry-pi-to-de0-nano-connector?ref=ending_soon,Technology,DIY Electronics,"Neumarkt am Wallersee, Austria",Austria,Neumarkt am Wallersee,Europe,eur,Johannes Natter,0,2,1,0,0,0.5,256,20693.79,eur,30,0,2159,1,1,14,1,0
JOBS iWEAR’¢_—_Î¢,,https://www.kickstarter.com/projects/1077679432/jobs-iweartm?ref=ending_soon,Design,Product Design,"Los Angeles, CA",California,Los Angeles,North America,usd,Art Sevada,1,2,1,0,0,0.5,4937,35000,usd,59.95833333,0,689,0,0,17,1,0
Fierce Stranger,,https://www.kickstarter.com/projects/1077745238/fierce-stranger?ref=ending_soon,Publishing,Fiction,"Long Beach, CA",California,Long Beach,North America,usd,Louis Anthes,0,2,1,0,0,0.5,0,8000,usd,58.69875,0,223,1,0,0,0,0
"Ideas, c’ÛÎçmara, acci’ÛÎ_n",,https://www.kickstarter.com/projects/1077977784/ideas-camara-accion?ref=ending_soon,Film & Video,Film & Video,"Manzanillo, Mexico",Mexico,Manzanillo,North America,mxd,Ed Zadi,0,2,1,0,0,0.5,0,1076.08,mxd,29.95833333,0,145,1,0,4,0,0
"Velocity Mount - iPhone, Android, Tablet & iPad Video Mount",,https://www.kickstarter.com/projects/1079008808/velocity-mount-iphone-android-tablet-and-ipad-vide?ref=ending_soon,Design,Product Design,"San Francisco, CA",California,San Francisco,North America,usd,Skeleton Candles,2,43,5,2,0,0.5,698,4000,usd,30,0,707,1,0,0,1,0
Bougie - Take me anywhere you go - Luxury Travel Candle,,https://www.kickstarter.com/projects/1079326302/bougie-take-me-anywhere-you-go-luxury-travel-candl?ref=ending_soon,Design,Product Design,"Paris, France",France,Paris,Europe,eur,Francesca Sternefels,0,2,1,0,0,0.5,438,14326.47,eur,30,0,22,1,0,0,0,0
Reclaimed/recycled material furniture,,https://www.kickstarter.com/projects/1079656096/reclaimed-recycled-material-furniture?ref=ending_soon,Design,Design,"Saskatchewan, Canada",Canada,Saskatchewan,North America,cad,Andrew,0,2,1,0,0,0.5,324,15022,cad,30,0,504,0,0,5,0,0
April Folly (1920),,https://www.kickstarter.com/projects/1079843982/april-folly-1920?ref=ending_soon,Film & Video,Film & Video,"Belgrade, ME",Maine,Belgrade,North America,usd,Edward Lorusso,6,185,7,7,0,1,48,2000,usd,30,0,660,0,0,0,0,1
Jenny's 2nd Album,,https://www.kickstarter.com/projects/1082282959/jennys-2nd-album?ref=ending_soon,Music,Indie Rock,"Los Angeles, CA",California,Los Angeles,North America,usd,Jenny Van West,4,127,2,2,0,1,1318,17000,usd,28.56078704,0,1040,1,0,7,0,1
The Chronicles Vol. 2,,https://www.kickstarter.com/projects/1083449872/the-chronicles-vol-2?ref=ending_soon,Music,Learn more about accountability.,"Long Beach, CA",California,Long Beach,North America,usd,Wiseman Production,0,2,1,0,0,0.5,312,10000,usd,33,0,107,1,0,0,0,0
The Orange Cow,,https://www.kickstarter.com/projects/108426032/the-orange-cow?ref=ending_soon,Publishing,Children's Books,"Long Island, NY",New York,Long Island,North America,usd,Aierelle,1,2,1,0,0,0.5,0,4500,usd,29.95833333,0,164,0,0,0,0,0
True Freedom,,https://www.kickstarter.com/projects/1084265737/true-freedom?ref=ending_soon,Publishing,Publishing,"Plano, TX",Texas,Plano,North America,usd,Ashley,0,2,1,0,0,0.5,0,20000,usd,29.95833333,0,280,0,0,0,0,0
DefenceVPN: Get access to American & Canadian Netflix!,,https://www.kickstarter.com/projects/1086003095/defencevpn-unlogged-unmetered-and-blazing-fast?ref=ending_soon,Technology,Technology,"Regina, Canada",Canada,Regina,North America,cad,Evan Casey,0,2,1,0,0,0.5,0,3755.5,cad,30,0,228,1,0,2,0,0
Fantasy/Sci-Fi novel book series,,https://www.kickstarter.com/projects/1086161162/fantasy-sci-fi-novel-book-series?ref=ending_soon,Journalism,Journalism,"Graz, Austria",Austria,Graz,Europe,eur,Manuel Gimplinger,0,2,1,0,0,0.5,0,9338.74,eur,30,0,255,0,0,0,0,0
Fant’ÛÎçstico Encarnado: un viaje animado,,https://www.kickstarter.com/projects/1086217498/fantastico-encarnado-un-viaje-animado?ref=ending_soon,Film & Video,Animation,"Mexico City, Mexico",Mexico,Mexico City,North America,mxd,Andrea Robles,2,2,1,1,0,0.5,1428,6994.52,mxd,36.95833333,0,728,0,0,21,0,1
Coconut Carving,,https://www.kickstarter.com/projects/1086274062/coconut-carving?ref=ending_soon,Art,Art,"Padua, Italy",Italy,Padua,Europe,eur,Ennio Secco,0,2,1,0,0,0.5,3467,21224.4,eur,30,0,110,0,0,5,0,0
Agility with Allen: The Whole Caboodle [video class],,https://www.kickstarter.com/projects/1086486319/agility-with-allen-the-whole-caboodle-video-class?ref=ending_soon,Technology,Software,"Berkeley, CA",California,Berkeley,North America,usd,Allen Holub,0,2,1,1,0,0.5,0,5000,usd,30,0,2439,1,0,2,0,1
El Silencio de Marce ( Innocence has a price),,https://www.kickstarter.com/projects/1088057939/el-silencio-de-marce-innocence-has-a-price?ref=ending_soon,Film & Video,Drama,"Reynosa, Mexico",Mexico,Reynosa,North America,mxd,Marcelo Barajas,0,99,3,0,0,0,0,1345.1,mxd,29.9125463,0,73,0,0,5,0,0
Millionstore What else! goes Food,,https://www.kickstarter.com/projects/1089951115/millionstore-what-else-goes-food?ref=ending_soon,Technology,Software,"Wals, Austria",Austria,Wals,Europe,eur,Eric Husberg,0,2,1,0,0,0.5,0,53061,eur,30,0,252,1,0,0,1,0
Super Powers Cases Tech Device Cases for Phones and Tablets,,https://www.kickstarter.com/projects/1090281190/super-powers-cases-tech-device-cases-for-phones-an?ref=ending_soon,Technology,Gadgets,"Corpus Christi, TX",Texas,Corpus Christi,North America,usd,Susan Powers,0,2,1,0,0,0.5,647,5000,usd,29.95833333,0,90,0,0,0,0,0
"Kidgenda, a parenting app as unique as your child",,https://www.kickstarter.com/projects/1090321070/kidgenda-a-parenting-app-as-unique-as-your-child?ref=ending_soon,Technology,Apps,"New York, NY",New York,New York,North America,usd,Mike Barsella,0,2,1,0,0,0.5,0,80000,usd,30,0,782,1,0,6,0,0
Wchip - Medical assessment,,https://www.kickstarter.com/projects/1090508464/wchip-medical-assessment?ref=ending_soon,Technology,Wearables,"Jonstorp, Sweden",Sweden,Jonstorp,Europe,sek,Sebastian Wahrolin,0,2,1,0,0,0.5,0,55312,sek,30,0,436,1,0,0,1,0
Ramen Hero | The ramen meal-kit delivered to your door,,https://www.kickstarter.com/projects/1091208024/ramen-hero-the-ramen-meal-kit-delivered-to-your-do?ref=ending_soon,Food,Food,"San Francisco, CA",California,San Francisco,North America,usd,Kei Kajitani,2,2,1,1,0,0.5,1216,3000,usd,29.13247685,0,578,1,0,8,0,1
Room thermostat with webcam or GSM,,https://www.kickstarter.com/projects/1091331454/room-thermostat-with-webcam-or-gsm?ref=ending_soon,Technology,Technology,"Venice, Italy",Italy,Venice,Europe,eur,Massimo Miatello,0,2,1,0,0,0.5,8,21224.4,eur,30,0,244,1,0,5,1,0
Michael Wynek - Timepieces with a Purpose,,https://www.kickstarter.com/projects/109284118/michael-wynek-timepieces-with-a-purpose?ref=ending_soon,Fashion,Accessories,"Toronto, Canada",Canada,Toronto,North America,cad,Sean Menezes & Jesse Nguyen,0,2,1,1,0,0.5,840,3755.5,cad,30,0,985,1,0,47,0,1
Introducing The World's Most Sociable Shoe,,https://www.kickstarter.com/projects/109310391/introducing-the-worlds-most-sociable-shoe?ref=ending_soon,Fashion,Footwear,"London, UK",United Kingdom,London,Europe,gbp,Anatomic & Co,0,2,1,0,0,0.5,0,37518,gbp,34.27266204,0,929,1,0,21,0,0
Tip Tough - Cut your food not your fingers!,,https://www.kickstarter.com/projects/1093576594/tip-tough-cut-your-food-not-your-fingers?ref=ending_soon,Design,Product Design,"Salisbury, MD",Maryland,Salisbury,North America,usd,Lori Batts,0,2,1,0,0,0.5,527,1.00E+05,usd,30,0,739,1,0,5,1,0
Digital Abuse: A Collaboration Between Artists and Activists,,https://www.kickstarter.com/projects/1094162530/digital-abuse-a-collaboration-between-artists-and-0?ref=ending_soon,Art,Mixed Media,"Manchester, UK",United Kingdom,Manchester,Europe,gbp,Sarah Cook,0,2,1,1,0,0.5,455,2063.49,gbp,20.13489583,0,966,0,0,4,0,1
Eat Offbeat: The Cookbook,,https://www.kickstarter.com/projects/1094312075/eat-offbeat-the-cookbook?ref=ending_soon,Food,Cookbooks,"New York, NY",New York,New York,North America,usd,Eat Offbeat,0,67,1,1,0,0.5,0,50000,usd,31.95833333,0,1102,1,0,15,0,1
Johnson Farm,,https://www.kickstarter.com/projects/1094327337/johnson-farm?ref=ending_soon,Publishing,Young Adult,"Pocatello, ID",Idaho,Pocatello,North America,usd,Patrick Kidder,1,67,2,0,0,0,49,2992,usd,35.41421296,0,1367,1,0,0,0,0
Obebodda hus p’ÛÎÇ den svenska landsbygden,,https://www.kickstarter.com/projects/1094515878/obebodda-hus-pa-den-svenska-landsbygden?ref=ending_soon,Journalism,Journalism,"Stockholm, Sweden",Sweden,Stockholm,Europe,sek,Tobias De Pessemier,0,67,2,0,1,0,0,11062.4,sek,34.22641204,0,517,1,0,0,0,0
Cool Covers By Design,,https://www.kickstarter.com/projects/1094747334/cool-covers-by-design?ref=ending_soon,Design,Product Design,"Burlington, NC",North Carolina,Burlington,North America,usd,Robin Balderson,0,2,1,0,0,0.5,1530,103750,usd,29.95833333,0,456,1,0,0,1,0
Restaurant in Manitowaning,,https://www.kickstarter.com/projects/109698816/resturaunt-in-manitowaning?ref=ending_soon,Food,Restaurants,"Central Manitoulin, Canada",Canada,Central Manitoulin,North America,cad,Joel & Summer Urbanavicius,0,2,1,0,0,0.5,132,26288.5,cad,29.5306713,0,310,0,0,0,0,0
Pixelmash: Easily Create Pixel Art From Photos Or Sketches,,https://www.kickstarter.com/projects/1098327794/pixelmash-easily-create-pixel-art-from-photos-or-s?ref=ending_soon,Technology,Software,"Salt Lake City, UT",Utah,Salt Lake City,North America,usd,Nevercenter,0,2,1,0,0,0.5,0,25000,usd,30.86009259,0,636,1,0,0,1,0
Cold-Blooded Heroes,,https://www.kickstarter.com/projects/1098984305/cold-blooded-heroes?ref=ending_soon,Publishing,Fiction,"Bristol, UK",United Kingdom,Bristol,Europe,gbp,Jamie Forse,0,2,1,0,0,0.5,0,37518,gbp,30,0,407,0,0,0,0,0
Help Our Band Get Famous,,https://www.kickstarter.com/projects/1100641602/help-our-band-get-famous?ref=ending_soon,Music,Music,"Detroit, MI",Michigan,Detroit,North America,usd,Dash Avenue,0,2,1,0,0,0.5,0,47,usd,30,0,111,1,0,0,0,0
The Patchwork Circus - A Children's Picture Book,,https://www.kickstarter.com/projects/1102037264/the-patchwork-circus-a-childrens-picture-book?ref=ending_soon,Publishing,Children's Books,"Queens, NY",New York,Queens,North America,usd,Diana Teeter,5,2,1,1,0,0.5,0,1600,usd,33.67258102,0,773,1,0,3,0,1
WASHWOW | Portable Wash & Disinfect Device Without Detergent,,https://www.kickstarter.com/projects/110224137/washwow-portable-wash-and-disinfect-device-without?ref=ending_soon,Technology,Gadgets,"Hong Kong, Hong Kong",Hong Kong,Hong Kong,Asia,hkd,Washwowtechnology,1,153,1,1,0,0.5,0,20582.08,hkd,44.95833333,0,659,0,1,43,0,1
Dark Light,,https://www.kickstarter.com/projects/110469307/dark-light?ref=ending_soon,Film & Video,Drama,"Cedar Rapids, IA",Iowa,Cedar Rapids,North America,usd,Mikeal Burgin,4,67,2,2,0,1,812,200,usd,29.95833333,0,380,1,0,3,0,1
Toucan Play that Game - Season 2,,https://www.kickstarter.com/projects/1104864524/toucan-play-that-game-season-2?ref=ending_soon,Games,Tabletop Games,"South Oxfordshire District, UK",United Kingdom,South Oxfordshire District,Europe,gbp,Michael,19,85,1,1,0,0.5,3677,1875.9,gbp,37.41790509,0,512,1,0,17,0,1
Picturing the Industrial South Wales Valleys over 4 decades,,https://www.kickstarter.com/projects/110497553/picturing-the-industrial-south-wales-valleys-over?ref=ending_soon,Photography,People,"Wales, UK",United Kingdom,Wales,Europe,gbp,roger tiley,1,67,2,0,0,0,346,5002.4,gbp,39.95833333,0,944,1,0,34,0,0
Shadows of Illyria Series,,https://www.kickstarter.com/projects/110500920/shadows-of-illyria?ref=ending_soon,Publishing,Fiction,"Springfield, IL",Illinois,Springfield,North America,usd,Jeffrey van Zuiden,1,2,1,1,0,0.5,171,1000,usd,36.19502315,0,375,1,0,0,0,1
Scar to Angel,,https://www.kickstarter.com/projects/1105227690/scar-to-angel?ref=ending_soon,Film & Video,Drama,"Austin, TX",Texas,Austin,North America,usd,Joy Lin,1,2,1,0,0,0.5,852,3000,usd,30,0,139,1,0,0,0,0
Wrap City Gal,,https://www.kickstarter.com/projects/1106538353/wrap-city-gal?ref=ending_soon,Fashion,Apparel,"Naples, FL",Florida,Naples,North America,usd,Anna DeLuca,1,2,1,0,0,0.5,776,150000,usd,29.95833333,0,742,1,0,0,0,0
Cortometraje CRISTAL,,https://www.kickstarter.com/projects/1108005356/cortometraje-cristal?ref=ending_soon,Film & Video,Horror,"Mexico City, Mexico",Mexico,Mexico City,North America,mxd,MARCOS MU’Û_—…OZ FLORES,0,2,1,1,0,0.5,633,3228.24,mxd,44.95833333,0,676,1,0,6,0,1
EricArthurBlair Self Titled Release,,https://www.kickstarter.com/projects/1109462704/ericarthurblair-self-titled-release?ref=ending_soon,Music,Punk,"Toronto, Canada",Canada,Toronto,North America,cad,EricArthurBlair,0,2,1,1,0,0.5,1235,450.66,cad,29.95833333,0,188,1,0,0,0,1
The Real Kanji World - Learn Japanese Kanji Faster & Better,,https://www.kickstarter.com/projects/11102118/the-real-kanji-world-learn-japanese-kanji-faster-a?ref=ending_soon,Publishing,Academic,"Tokyo, Japan",Japan,Tokyo,Asia,eur,Alex Adler,0,38,1,0,0,0.5,372,21224.4,eur,29.95833333,0,1581,1,0,36,0,0
From The Cold Dark Mountains,,https://www.kickstarter.com/projects/1110937431/from-the-cold-dark-mountains?ref=ending_soon,Film & Video,Shorts,"Baltimore, MD",Maryland,Baltimore,North America,usd,Wolf House Shorts,0,67,1,1,0,0.5,0,2800,usd,30,0,308,1,0,0,0,1
Board Matz: Vinyl Wargaming Mats Including Customised Logos,,https://www.kickstarter.com/projects/1111493514/board-matz-vinyl-wargaming-mats-including-customis?ref=ending_soon,Games,Tabletop Games,"Leeds, UK",United Kingdom,Leeds,Europe,gbp,Leodis Games,1,199,2,1,0,0,0,125.06,gbp,29.95833333,0,1195,0,0,117,0,1
Real And Personal,,https://www.kickstarter.com/projects/1112375982/real-and-personal?ref=ending_soon,Publishing,Nonfiction,"Oakland, CA",California,Oakland,North America,usd,Chris Chips,0,2,1,0,0,0.5,0,1000,usd,59.95833333,0,221,0,0,0,0,0
A Bite of a Snake Play,,https://www.kickstarter.com/projects/1112501718/a-bite-of-a-snake-play?ref=ending_soon,Theater,Plays,"Walnut Creek, CA",California,Walnut Creek,North America,usd,Ediambolo Lokoto,0,2,1,0,0,0.5,837,30000,usd,59.95833333,0,739,1,0,0,0,0
ZOS Halo: Drink Wine Your Way,,https://www.kickstarter.com/projects/1113539804/zos-halo-wine-preserver?ref=ending_soon,Design,Product Design,"Sonoma, CA",California,Sonoma,North America,usd,ZOS Wine,1,26,1,1,0,0.5,0,50000,usd,30,0,1372,1,0,8,0,1
izUiz,,https://www.kickstarter.com/projects/1114317017/izuiz?ref=ending_soon,Music,Music,"Norwalk, CT",Connecticut,Norwalk,North America,usd,Greg Kurtzman,0,2,1,0,0,0.5,0,15000,usd,29.95833333,0,187,0,0,0,0,0
