campaignTitle,description,url,mainCategory,category,location,countryState,city,continent,valuta,creator,backed,comments,created,numSuccessfulCampaigns,numLiveCampaigns,pastSuccessRate,facebookFriends,goal,currency,campaignDuration,numCollaborators,totWordCount,mainVideo,numAdditionalVideos,numImages,viewGallery,success
Domestic Order,Getting Your House In Order,https://www.kickstarter.com/projects/1996450690/domestic-order?ref=ending_soon,Technology,Software,"Sandy, UT",Utah,Sandy,North America,usd,Dan Schmeidler,0,2,1,0,0,0.5,0,30000,usd,29,0,580,1,0,0,1,0
Phoenix Food Truck Rising Up for a Mission,"I Really, Really, Pinche Love to serve my community, my tacos & my mission to fight for the needy . Your Pledge helps #neverpinchequit",https://www.kickstarter.com/projects/1996994735/phoenix-food-truck-rising-up-for-a-mission?ref=ending_soon,Food,Food Trucks,"Phoenix, AZ",Arizona,Phoenix,North America,usd,Chef Michael Reyes,0,2,1,0,0,0.5,3840,28000,usd,29,0,270,1,0,0,0,0
Flowerfish Games,We are making two games. One like Candy Crush minus the pay to win. The other is a survival crafting set in a nuclear winter w/ zombies,https://www.kickstarter.com/projects/1998065169/flowerfish-games?ref=ending_soon,Games,Video Games,"Cincinnati, OH",Ohio,Cincinnati,North America,usd,Andrew Fischer,0,2,1,0,0,0.5,507,2500,usd,60,0,101,0,0,0,0,0
Bog's Mushies: 28mm Mushroom Miniatures for Tabletop Games,I created a Mushroom men (and women) army for 28mm Heroic Scale Table Top Games that I want to bring to mass market.,https://www.kickstarter.com/projects/1999348224/bogs-mushies-28mm-mushroom-miniatures-for-tabletop?ref=ending_soon,Games,Tabletop Games,"Minnetonka, MN",Minnesota,Minnetonka,North America,usd,Bog's Minis,0,185,1,1,0,0.5,0,2420,usd,27,0,1461,0,0,23,0,1
Dead Donkey Volume 1,The comic is an 80 paged Horror/Comedy story about saving the world from the Zombie Apocalypse.,https://www.kickstarter.com/projects/2000768872/dead-donkey-volume-1?ref=ending_soon,Comics,Graphic Novels,"Chicago, IL",Illinois,Chicago,North America,usd,MIchael Kohler,0,2,1,1,0,0.5,0,500,usd,60,0,112,1,0,13,0,1
FreezeBee Games,Exciting dynamic Tabletop games for two players. Choose your team and lead it to victory in FreezeBee Games!,https://www.kickstarter.com/projects/2001285106/freezebee-games-0?ref=ending_soon,Games,Tabletop Games,"Yekaterinburg, Russia",Russia,Yekaterinburg,Asia,usd,Nikita Rukosuev,1,99,2,0,0,0,0,6000,usd,30,0,695,1,0,14,0,0
New History of Science Fiction Poster printing,Nearly all posters have been sent to backers. _Posters can now be ordered at wardhselley.com.,https://www.kickstarter.com/projects/2002590345/new-history-of-science-fiction-poster-printing?ref=ending_soon,Publishing,Publishing,"Williamsburg, Brooklyn, NY",New York,Brooklyn,North America,usd,Andrew Morris,1,2,1,1,0,0.5,0,4000,usd,30,0,227,1,0,0,0,1
A Sacred Marriage: Dating God's Way,This is a book with biblical insight towards dating and marriage the way the Bible says to do so.,https://www.kickstarter.com/projects/2003824263/a-sacred-marriage-dating-gods-way?ref=ending_soon,Publishing,Nonfiction,"Las Vegas, NV",Nevada,Las Vegas,North America,usd,Yuseff Randle,0,2,1,0,0,0.5,2052,15000,usd,40,0,94,1,0,0,0,0
ZOUASSI: Deluxe Hardcover Art Book,"This is a collection of over 200 of my favorite pieces, delivered in a high-quality, 8.5"" x 11"" hardcover art book.",https://www.kickstarter.com/projects/2004873718/zouassi-deluxe-hardcover-art-book?ref=ending_soon,Art,Digital Art,"Philadelphia, PA",Pennsylvania,Philadelphia,North America,usd,Zouassi,0,2,1,0,0,0.5,0,13000,usd,30,0,330,0,0,4,0,0
Ladder 29: Ladder climbing firefighters extinguishing cards.,Ladder 29 is a new classic card game from Green Couch Games. Designed by Ben Pinchback and Matt Riddle. Art by Andy Jewett.,https://www.kickstarter.com/projects/2005228768/ladder-29-ladder-climbing-firefighters-extinguishi?ref=ending_soon,Games,Tabletop Games,"Grand Rapids, MI",Michigan,Grand Rapids,North America,usd,Jason Kotarski,187,203,10,10,0,1,1571,12000,usd,28,0,1908,1,5,43,0,1
Foolish Smarts and How to Lose Them: Post Production,"In a post-apocalyptic future, a band of rag-tag teens embark on a journey and have the best last day they will never remember.",https://www.kickstarter.com/projects/2005779671/foolish-smarts-and-how-to-lose-them-post-productio?ref=ending_soon,Film & Video,Narrative Film,"Los Angeles, CA",California,Los Angeles,North America,usd,Connor Christofferson,0,67,2,2,0,1,0,6000,usd,40,0,442,1,0,8,0,1
Prince's Gambit Casual Vampire Card Game,"The Kickstarter is over, but you can still join the project using the link below:",https://www.kickstarter.com/projects/200664283/princes-gambit-casual-vampire-card-game?ref=ending_soon,Games,Tabletop Games,"Macungie, PA",Pennsylvania,Macungie,North America,usd,Richard Thomas,63,195,22,22,0,1,445,7000,usd,30,0,1974,1,1,36,0,1
The Long Fall Comic Book,"The Long Fall is a post-apocalyptic coming of age comic book, about finding hope and love where you least expect it.",https://www.kickstarter.com/projects/2007937594/the-long-fall-comic-book?ref=ending_soon,Comics,Comic Books,"Fort Lauderdale, FL",Florida,Fort Lauderdale,North America,usd,Andrew Carron,4,2,1,1,0,0.5,551,500,usd,31,0,420,1,0,0,0,1
Little Hawk,"Little Hawk is an action-packed 2D platformer game with animal totems that help you defeat evil, rescue a princess, and save the world!",https://www.kickstarter.com/projects/2012512643/little-hawk?ref=ending_soon,Games,Video Games,"Henderson, NV",Nevada,Henderson,North America,usd,"bZillions, Inc.",2,67,1,1,0,0.5,0,15000,usd,30,0,1839,1,1,73,0,1
Aeon's End: War Eternal,A cooperative deck-building game of post-apocalyptic fantasy survival.,https://www.kickstarter.com/projects/2012515236/aeons-end-war-eternal?ref=ending_soon,Games,Tabletop Games,"Oakland, CA",California,Oakland,North America,usd,Travis,20,140,24,23,0,0.956521739,0,30000,usd,31,0,2804,1,4,61,0,1
SALT LAKE LDS Temple | Crystal & 24K Gold statue,STUNNING Crystal and 24K GOLD statue of the Salt Lake Temple. An iconic LDS symbol. A must have collectors item.,https://www.kickstarter.com/projects/2014107319/salt-lake-lds-temple-crystal-and-24k-gold-statue?ref=ending_soon,Art,Sculpture,"Salt Lake City, UT",Utah,Salt Lake City,North America,usd,Bryan Pendleton & Charlie Rudd,2,2,1,1,0,0.5,0,7500,usd,30,0,880,1,0,3,0,1
"The Weight Management Revolution, Obesity is an epidemic.","Permanent weight loss programs based on individual body chemistry, making it easy to manage your weight forever.",https://www.kickstarter.com/projects/2015162840/the-weight-management-revolution-obesity-is-an-epi?ref=ending_soon,Publishing,Publishing,"San Diego, CA",California,San Diego,North America,usd,"K. Steven Whiting, PhD",0,2,1,0,0,0.5,549,24000,usd,60,0,479,1,0,0,0,0
The Girl + The Glory: Produce Our First Single!,The Girl + The Glory are ready to head into the studio and we need you to produce our first single.,https://www.kickstarter.com/projects/2015730984/the-girl-the-glory-produce-our-first-single?ref=ending_soon,Music,Pop,"Los Angeles, CA",California,Los Angeles,North America,usd,Neal Gardner,7,2,1,1,0,0.5,236,1200,usd,25,0,162,0,0,0,0,1
"Hippo Noto, a Hippo Size Tomoe Paper Notebook",Creating a notebook that brings out the magic in ink.,https://www.kickstarter.com/projects/2016143253/hippo-noto-a-hippo-size-tomoe-paper-notebook?ref=ending_soon,Journalism,Journalism,"Kapolei, HI",Hawaii,Kapolei,North America,usd,Squishy-Ink,1,199,1,1,0,0.5,0,12500,usd,30,0,519,0,0,13,0,1
QTB Series: Children's Books,"The QTB Series (pronounced ""cutie-bee"") is a series of four children's books catered to gender creative children.",https://www.kickstarter.com/projects/2016344390/qtb-series-childrens-books?ref=ending_soon,Art,Art,"Atlanta, GA",Georgia,Atlanta,Europe,usd,Gabriel,0,2,1,0,0,0.5,661,25000,usd,29,1,401,0,0,0,0,0
Motus IQ,This is our senior project. We are designing and developing a foot insole with multiple sensors to analyze your gait plus more.,https://www.kickstarter.com/projects/2016627599/motus-iq?ref=ending_soon,Technology,Wearables,"San Francisco, CA",California,San Francisco,North America,usd,Ryan Speranza,0,2,1,0,0,0.5,350,1000,usd,45,0,547,0,0,0,0,0
The Noble Tree Coffee House,We are looking to buy some new equipment for distribution of our cold brew to local bars and farmers markets.,https://www.kickstarter.com/projects/201715903/the-noble-tree-coffee-house?ref=ending_soon,Food,Restaurants,"Austin, TX",Texas,Austin,North America,usd,The Noble Tree Coffee House,0,2,1,0,0,0.5,200,2000,usd,30,0,211,0,0,0,0,0
PodClip...a sleek and convenient way to carry your AirPods.,We are designing a billet aluminum clip for Apple AirPods that maintains the sleek minimalist look and feel that Apple has created.,https://www.kickstarter.com/projects/2017318486/podclipa-sleek-and-convenient-way-to-carry-your-ai?ref=ending_soon,Technology,Gadgets,"Chandler, AZ",Arizona,Chandler,North America,usd,Sam Yaghoubi,1,67,2,0,0,0,301,3000,usd,15,0,336,1,0,5,1,0
Revelations,Revelations is a suspense/thriller about the interaction between a snappy high schooler and an overly charming pastor.,https://www.kickstarter.com/projects/2018376013/revelations?ref=ending_soon,Film & Video,Shorts,"New York, NY",New York,New York,North America,usd,Dan Albino,0,2,1,1,0,0.5,411,3000,usd,45,0,522,1,0,2,0,1
Solipstry: A new approach to tabletop RPGs,"Solipstry is a universe-independent, skill-based roleplaying game aimed at simplifying mechanics and reducing dice rolls.",https://www.kickstarter.com/projects/2018387307/solipstry-a-new-approach-to-tabletop-rpgs?ref=ending_soon,Games,Tabletop Games,"Marion, IA",Iowa,Marion,North America,usd,Alex Rinehart,25,59,1,1,0,0.5,254,700,usd,30,0,1000,1,0,11,0,1
Microbial Inoculant Culturing Facility Expansion,Expanding our on-farm microbial inoculant culturing facility so we can supply more customers globally with alternative farming products,https://www.kickstarter.com/projects/2018657810/microbial-inoculant-culturing-facility-expansion?ref=ending_soon,Food,Farms,"Lansing, MI",Michigan,Lansing,North America,usd,Jeremy Emery,0,2,1,0,0,0.5,0,2100,usd,30,0,358,0,0,3,0,0
"Publishing Book -Lockdown To Freedom ""A Story of Redemption""","My life story from ""Lockdown to Freedom"". The Road to Redemption",https://www.kickstarter.com/projects/2018980658/publishing-book-lockdown-to-freedom-a-story-of-red?ref=ending_soon,Publishing,Publishing,"San Diego, CA",California,San Diego,North America,usd,Ron Zaucha,0,2,1,0,0,0.5,2431,10000,usd,58,0,212,0,0,0,0,0
The Anhydrous Mat - NO MORE Moldy and Stinky Bathmat EVER!,Do you hate your filthy and moldy bath mat at home? Meet the Anhydrous Mat - A Natural Anti-Bacterial & Water Absorbing Bath Mat.,https://www.kickstarter.com/projects/2020493130/the-anhydrous-mat-no-more-moldy-and-stinky-bathmat?ref=ending_soon,Design,Product Design,"Atlanta, GA",Georgia,Atlanta,Europe,usd,Unified Point,4,168,1,1,0,0.5,0,5000,usd,28,0,907,1,0,14,0,1
The THREE STOOGES Theater Trading Cards from RRParks CARDS,Collects together for the first time ever the largest collection of Lobby Cards and One Sheets in one trading card series.,https://www.kickstarter.com/projects/2020657542/the-three-stooges-theater-trading-cards-from-rrpar?ref=ending_soon,Publishing,Publishing,"Carson City, NV",Nevada,Carson City,North America,usd,Richard Parks,24,10,12,12,0,1,0,1200,usd,32,0,2613,0,0,16,0,1
Whiskey Revolver and Bullet Pens,"Pens made from Whiskey Barrels including Jack Daniel's, Makers Mark, Jim Beam, & Wild Turkey. New Designs and styles.",https://www.kickstarter.com/projects/2022066517/whiskey-revolver-and-bullet-pens?ref=ending_soon,Crafts,Woodworking,"Columbia, SC",South Carolina,Columbia,North America,usd,Brad McKee,4,18,8,8,0,1,0,1000,usd,30,0,1307,1,1,12,0,1
Melted Hand Enamel Pin,Im trying to get the funding to order my first batch of enamel pins.,https://www.kickstarter.com/projects/2022583017/melted-hand-enamel-pin?ref=ending_soon,Art,Art,"Fort Collins, CO",Colorado,Fort Collins,North America,usd,Joe Diaz,0,2,1,1,0,0.5,826,150,usd,25,0,92,0,0,0,0,1
CooLapels,CoolLapels will get people involved in this growing trend that is all the rage in Japan with hundreds of unique designs.,https://www.kickstarter.com/projects/2025591309/coolapels?ref=ending_soon,Design,Product Design,"New York, NY",New York,New York,North America,usd,JB Designs,0,2,1,0,0,0.5,0,15000,usd,30,0,346,0,0,0,1,0
LawnUp! Connecting homeowners with our underemployed youth,"Delivering work to our youth who want to make some $ on their terms with homeowners needing occasional yard/lawn service, Uber style!",https://www.kickstarter.com/projects/202579323/lawnup-connecting-homeowners-with-our-underemploye?ref=ending_soon,Technology,Software,"Orlando, FL",Florida,Orlando,North America,usd,Brian Carmichael,0,2,1,0,0,0.5,0,85000,usd,30,0,757,1,0,0,0,0
The Most Active and Versatile Drawstring Backpack,The ultimate drawstring backpack that lets you create more epic moments and crush life.,https://www.kickstarter.com/projects/2026249294/the-most-active-and-versatile-drawstring-backpack?ref=ending_soon,Design,Product Design,"Chicago, IL",Illinois,Chicago,North America,usd,mochibags,24,125,5,3,0,0.5,0,20000,usd,53,0,950,1,0,70,0,1
Say Hello to Urb,Organize effortlessly with Urb. A wall mounted succulent planter and magnetic key rack.,https://www.kickstarter.com/projects/2026614002/say-hello-to-urb?ref=ending_soon,Crafts,Woodworking,"Scottsdale, AZ",Arizona,Scottsdale,North America,usd,Diane DeCocq,1,59,2,2,0,1,271,5000,usd,29,0,1101,1,0,12,0,1
The Everyday Carry ballpoint pen,"I wanted to make a beautiful, durable and affordable Everyday Carry ballpoint pen made with repurposed countertop material.",https://www.kickstarter.com/projects/2031465346/the-everyday-carry-ballpoint-pen?ref=ending_soon,Crafts,Woodworking,"Charleston, SC",South Carolina,Charleston,North America,usd,Mike Allen,5,127,2,2,0,1,290,500,usd,30,0,429,1,0,15,0,1
The Wishing Cranes - Short Animated Film,"If you fold a thousand paper cranes, you get a wish. Two orphaned siblings rediscover the value of spending time with your loved ones.",https://www.kickstarter.com/projects/2032061183/the-wishing-cranes-short-animated-film?ref=ending_soon,Film & Video,Animation,"Sarasota, FL",Florida,Sarasota,North America,usd,Kaiya + Seth + Ellen,0,2,1,1,0,0.5,0,2000,usd,30,0,356,1,0,7,0,1
Drumming the World & Pro Guitar Player,Promoting music education by building an online directory of instrument retailers that offer drum & guitar lessons.,https://www.kickstarter.com/projects/2032085209/drumming-the-world-and-pro-guitar-player?ref=ending_soon,Music,Music,"Hartford, CT",Connecticut,Hartford,North America,usd,Chris Koehler,3,1,1,0,0,0.5,0,147000,usd,30,0,872,1,0,10,0,0
"American Version of a ""Doctor Who"" Pilot","I want to create an American Version of a ""Doctor Who"" Pilot Episode to send to BBC and put on YouTube. For Educational Purposes/Pilot",https://www.kickstarter.com/projects/2033983624/american-version-of-a-doctor-who-pilot?ref=ending_soon,Film & Video,Science Fiction,"Millville, NJ",New Jersey,Millville,North America,usd,Julio Pumarejo Jr.,0,199,4,0,0,0,456,2.00E+05,usd,30,0,256,1,0,25,0,0
'LONGMIRE' The Cinematic Picture Book,A Cinematic Coffee Table Book featuring classic portraits and location stills from the hit Netflix television series 'LONGMIRE',https://www.kickstarter.com/projects/2034828299/longmire-the-cinematic-picture-book?ref=ending_soon,Publishing,Art Books,"Hollywood, Los Angeles, CA",California,Los Angeles,North America,usd,Cinematic Pictures Group,0,2,1,1,0,0.5,0,35000,usd,30,0,530,1,0,12,0,1
Kaleidoscope Literary/Art Magazine,Kaleidoscope literary-art magazine provides the students of Poudre High School a venue for celebrating their creative expression.,https://www.kickstarter.com/projects/2036370992/kaleidoscope-literary-art-magazine?ref=ending_soon,Publishing,Publishing,"Fort Collins, CO",Colorado,Fort Collins,North America,usd,Craig Moyer,1,67,1,0,0,0.5,0,3600,usd,21,0,418,0,0,0,0,0
Start Up Musician,"This is a leap of faith, i just need any sort of help to just get some start for music. No funds or tools currently, lend a hand?",https://www.kickstarter.com/projects/2038227025/start-up-musician?ref=ending_soon,Music,Indie Rock,"San Diego, CA",California,San Diego,North America,usd,Salvador Baca,0,2,1,0,0,0.5,0,1200,usd,29,0,374,0,0,0,0,0
WARHEAD: Volume One,"WARHEAD is a darkly surreal story about Adam, a grafitti artist in London who has a giant, acid green atom bomb for a head.",https://www.kickstarter.com/projects/2038250933/warhead-volume-one?ref=ending_soon,Comics,Graphic Novels,"Bakersfield, CA",California,Bakersfield,North America,usd,KatrinaEKunstmann,15,2,1,0,0,0.5,0,10000,usd,37,0,1680,1,0,38,0,0
StPsy - StreetPsychiatry 1year upgrade to a business account,StreetPsychiatry.com - Where common Sense and Community Meet. The goal - to give our community a way to share wisdom more effectively.,https://www.kickstarter.com/projects/2038393242/stpsystreetpsychiatry?ref=ending_soon,Publishing,Anthologies,"Stockton, CA",California,Stockton,North America,usd,Mike,0,67,2,0,0,0,580,350,usd,35,0,276,1,0,0,0,0
Interfuse Digital Release Relief Fund,We need your help to release the Interfuse digital catalog to the world! Please donate today!,https://www.kickstarter.com/projects/2040020248/interfuse-digital-release-relief-fund?ref=ending_soon,Music,Punk,"Akron, OH",Ohio,Akron,North America,usd,Sean MFD,1,2,1,1,0,0.5,0,20,usd,30,0,376,1,0,0,0,1
Purpose: Pet Food that Reflects the Values of Animal Lovers,"We offer ethically sourced, freeze-dried food for dogs, treats for dogs and cats, and an option to donate to local animal rescues.",https://www.kickstarter.com/projects/2041805440/bring-purpose-to-your-pets-diet-with-freeze-dried?ref=ending_soon,Food,Small Batch,"New York, NY",New York,New York,North America,usd,Purpose,12,168,1,1,0,0.5,292,10000,usd,31,0,624,0,0,31,0,1
Craft Beer Chaos - Card Game,"Craft Beer Chaos is the ""Card Game for Beer Lovers"". CBC is 52 cards, 39 beers, 13 bonus cards and lots of chaos. Grab a beer and play!",https://www.kickstarter.com/projects/2042899815/craft-beer-chaos-card-game?ref=ending_soon,Games,Playing Cards,"Long Island, NY",New York,Long Island,North America,usd,Craft Beer Chaos,0,2,1,0,0,0.5,0,4000,usd,45,0,471,0,0,0,0,0
Trump and Putin kissing,Trump and Putin kissing makes everything great again! These fun buttons can be used for just about anything and provide some humor!,https://www.kickstarter.com/projects/2044132737/trump-and-putin-kissing?ref=ending_soon,Crafts,DIY,"Austin, TX",Texas,Austin,North America,usd,Cole,0,67,2,0,0,0,0,1000,usd,30,0,151,1,0,0,0,0
Amanda Jane Music First Recording Studio Experience,I'm recording 5 of my original songs. I plan to promote and pitch them to publishing companies and up and coming artists.,https://www.kickstarter.com/projects/2044402789/amanda-jane-music-first-recording-studio-experienc?ref=ending_soon,Music,Music,"Franklin, TN",Tennessee,Franklin,North America,usd,Amanda Beson,0,2,1,1,0,0.5,1311,800,usd,23,0,376,0,0,0,0,1
Pack-A-Pull The Ultra Lightweight Packable Pulley System,Backpackers pulley system / hoist - easily packs with you into the backcountry or wherever your adventures take you.,https://www.kickstarter.com/projects/2044732854/pack-a-pull-the-ultra-lightweight-packable-pulley?ref=ending_soon,Design,Product Design,"Meridian, ID",Idaho,Meridian,North America,usd,Roy Chitwood,0,127,1,1,0,0.5,221,12000,usd,30,0,612,1,0,0,1,1
Shared Ride Food Delivery Platform,Platform with Android Ordering App and Driver App and Cloud Backend. Used for Food or other Delivery business with Ride Sharing concept,https://www.kickstarter.com/projects/2045167832/shared-ride-food-delivery-platform?ref=ending_soon,Technology,Software,"Chicago, IL",Illinois,Chicago,North America,usd,Mo B,0,67,2,0,0,0,0,20000,usd,60,0,707,0,0,28,0,0
TUGAWORDS,A game that challenges you to get faster smarter & more knowledgeable in order to keep winning... or stop losing! A game like no other!,https://www.kickstarter.com/projects/2046027386/the-tug-of-war-of-word-games?ref=ending_soon,Games,Tabletop Games,"Lawrenceville, GA",Georgia,Lawrenceville,Europe,usd,DownStream Games,2,2,1,0,0,0.5,0,20000,usd,28,0,2161,0,1,14,0,0
Songs of Inequaltiy,"It does not have to by any way! The streets are not the color of Democracy! Self Published, I believe in my work Marketing Needed!",https://www.kickstarter.com/projects/2046170848/songs-of-inequaltiy?ref=ending_soon,Art,Art,"New York, NY",New York,New York,North America,usd,Elias,0,2,1,0,0,0.5,0,5000,usd,60,0,217,0,0,0,0,0
Drawing Pictures of Muhammad,I plan to draw and collect drawings of the muslim prophet Muhammad. We will break cultural boundaries and promote better understanding.,https://www.kickstarter.com/projects/2046389161/drawing-pictures-of-muhammad?ref=ending_soon,Art,Art,"Seattle, WA",Washington,Seattle,North America,usd,Jonathan Thom,0,2,1,0,0,0.5,0,100,usd,30,0,90,0,0,0,0,0
"NEW ADAVANT ALBUM! ""The Unyielding""","Epic folk metal band Adav_nt is preparing to enter the studio to record our 3rd full length album, The Unyielding!",https://www.kickstarter.com/projects/2046494798/new-adavant-album-the-unyielding?ref=ending_soon,Music,Metal,"Phoenix, AZ",Arizona,Phoenix,North America,usd,ADAVANT,0,67,2,2,0,1,597,4500,usd,60,0,767,1,0,6,0,1
AllyChats YouTube Channel,"AllyChats is where anxiety is real life, my life. I hope to encourage viewers to be themselves & better myself along the way.",https://www.kickstarter.com/projects/2046934941/allychats-youtube-channel?ref=ending_soon,Film & Video,Film & Video,"Milwaukee, WI",Wisconsin,Milwaukee,North America,usd,Allison,0,2,1,0,0,0.5,0,2050,usd,30,0,257,0,0,0,0,0
Crystal City,Help me bring two crystal mines to life!!,https://www.kickstarter.com/projects/2048567030/crystal-city?ref=ending_soon,Crafts,Crafts,"Little Rock, AR",Arkansas,Little Rock,North America,usd,M. Schroeder,0,99,3,0,0,0,0,10000,usd,30,0,483,0,0,13,0,0
New Level Streetwear- A Lifestyle Brand.,"It's more than a label. It's a lifestyle. The message is to create yourself, and your peace.",https://www.kickstarter.com/projects/2048788161/new-level-streetwear-a-lifestyle-brand?ref=ending_soon,Fashion,Fashion,"Coeur D'Alene, ID",Idaho,Coeur D'Alene,North America,usd,Korey Hines,0,2,1,0,0,0.5,264,1000,usd,30,0,627,0,0,0,0,0
GirlsWorld: Issue Number One,"GirlsWorld is producing it's inaugural issue. A publication dedicated to the discussion of the eternal state of ""Girlhood""",https://www.kickstarter.com/projects/2049056403/girlsworld-issue-number-one?ref=ending_soon,Publishing,Art Books,"Brooklyn, NY",New York,Brooklyn,North America,usd,GirlsWorld,0,2,1,1,0,0.5,0,4000,usd,30,0,405,1,0,20,0,1
The First Iditarod: The Amazing Dogs & Their Mushers,"This film will be a collection of interviews about the first race with the original mushers, still alive, of the first Iditarod in 1973",https://www.kickstarter.com/projects/2052085595/the-first-iditarod-the-amazing-dogs-and-their-mush?ref=ending_soon,Film & Video,Documentary,"Anchorage, AK",Alaska,Anchorage,North America,usd,Rod Perry & Buzz Rohlfing,0,2,1,0,0,0.5,14,235000,usd,45,0,598,1,0,0,0,0
The Little Nemo Masters Series Prints,Windsor McCay's masterpieces properly restored for the first time. Each brilliant line painstakingly restored from McCay's original art,https://www.kickstarter.com/projects/2053745390/the-little-nemo-masters-series-prints?ref=ending_soon,Comics,Comics,"Springfield, MA",Massachusetts,Springfield,North America,usd,"Michael Kelleher / Kellustration, Inc.",8,67,1,1,0,0.5,0,5000,usd,30,0,635,1,0,11,0,1
CogoNuro Drinks,"We are creating healthy brain boosting sips. Our drinks contain herbal focus ingredients like Ashwagandha, Lion's mane, and L-theanine.",https://www.kickstarter.com/projects/2054324776/cogonuro-drinks?ref=ending_soon,Food,Drinks,"Winnetka, Los Angeles, CA",California,Los Angeles,North America,usd,Zenetra Noy,0,2,1,0,0,0.5,452,9800,usd,30,0,219,0,0,2,0,0
Companion Short Film,"Companion is a horror/comedy short film. Filming is complete. We plan to send out to film festivals worldwide. Hoping to raise $3,000.",https://www.kickstarter.com/projects/2054754571/companion-short-film?ref=ending_soon,Film & Video,Horror,"Salt Lake City, UT",Utah,Salt Lake City,North America,usd,Chris Rodgers,0,2,1,1,0,0.5,322,2000,usd,30,0,345,1,0,0,0,1
Immortal Coil,"The next evolution in procedurally generated, open world exploration with elements of RPG, FPS, TPS, Simulation and more!",https://www.kickstarter.com/projects/2055077020/immortal-coil?ref=ending_soon,Games,Video Games,"New Castle, IN",Indiana,New Castle,North America,usd,I.D.E.A.,0,2,1,0,0,0.5,0,4.00E+05,usd,30,0,2304,1,0,4,0,0
The Yoerg Brewing Company,"Announcing the resurrection of Minnesota's first brewery, the legendary Yoerg Brewing Company, founded in 1848 in St. Paul Minnesota.",https://www.kickstarter.com/projects/2055188671/the-yoerg-brewing-company?ref=ending_soon,Food,Drinks,"St. Paul, MN",Minnesota,St. Paul,North America,usd,Thomas Keim,0,2,1,0,0,0.5,107,30000,usd,30,0,806,1,0,6,0,0
The Complete Me & the Kid Comic Book,44 page comic book collecting every Me & the Kid comic strip over the past six years from Gopher-it Comics.,https://www.kickstarter.com/projects/2055240048/the-complete-me-and-the-kid-comic-book?ref=ending_soon,Comics,Webcomics,"Hemet, CA",California,Hemet,North America,usd,Ambrose Quintanilla IV,6,67,2,1,0,0,651,500,usd,30,0,238,1,0,5,0,1
Heat N' Go Heating Pad - Da'Sha Davis,My goal is to help those like me who know the struggle of having back problems while also having things to do around the house.,https://www.kickstarter.com/projects/2055247355/heat-n-go-heating-pad-dasha-davis?ref=ending_soon,Technology,Wearables,"Atlanta, GA",Georgia,Atlanta,Europe,usd,Da'Sha Davis,0,2,1,0,0,0.5,205,1000,usd,22,0,543,1,0,0,1,0
Full Bleed,"Full Bleed is an exciting new journal of art, design, and literature.",https://www.kickstarter.com/projects/2056494157/full-bleed?ref=ending_soon,Publishing,Literary Journals,"Baltimore, MD",Maryland,Baltimore,North America,usd,Full Bleed,0,2,1,1,0,0.5,0,3000,usd,29,0,414,1,0,0,0,1
Dice Kub - toothbrush and pen organizer made from marble,Dice Kub - is a multifunctional cube made in a form of dice which serves as multifunctional organizer.,https://www.kickstarter.com/projects/2056914672/dice-kub-toothbrush-and-pen-organizer-made-from-ma?ref=ending_soon,Design,Product Design,"Chicago, IL",Illinois,Chicago,North America,usd,Sergey Gerasymovych,11,67,2,0,0,0,0,4000,usd,26,0,402,1,0,18,0,0
Pacific : Warfare Model Development,"First step in modeling game, sailors,ships,aircrafts, and terrian are all the first step in developing game.",https://www.kickstarter.com/projects/2057254110/pacific-warfare-model-development?ref=ending_soon,Games,Video Games,"El Centro, CA",California,El Centro,North America,usd,Marcos Torres,0,67,5,0,0,0,0,1000,usd,32,0,240,0,0,2,0,0
The Secret Reclamation by Charlemagne - Book on Royalty,"The Secret Society of Jacobites finally reveals their centuries old secret in ""The Secret Reclamation by Charlemagne!""- Order of Angels",https://www.kickstarter.com/projects/2058230190/the-secret-reclamation-by-charlemagne-book-on-roya?ref=ending_soon,Publishing,Nonfiction,"London, UK",United Kingdom,London,Europe,usd,Secret Society of Jacobites,0,2,1,0,0,0.5,0,10000,usd,30,0,559,0,1,18,0,0
Dark Malice Apparel,"Just a ""Down to Earth"" clothing company showing the not so pretty things in life.",https://www.kickstarter.com/projects/2060612034/dark-malice-apparel?ref=ending_soon,Fashion,Apparel,"Chattanooga, TN",Tennessee,Chattanooga,North America,usd,Alexio Martinez,0,2,1,0,0,0.5,0,3000,usd,30,0,452,0,0,7,0,0
Mosquito Gnome,We want to make a mosquito trap that is efficient at reducing mosquito populations and aesthetically pleasing for outside a home.,https://www.kickstarter.com/projects/2062058550/mosquito-gnome?ref=ending_soon,Technology,Technology,"Savannah, GA",Georgia,Savannah,Europe,usd,David C Oien/Rich Martin,0,2,1,0,0,0.5,0,10000,usd,30,0,285,1,0,0,1,0
The Inspect Report,The easy Pay as Go mobile app that will allow you to send quality Real Estate inspection reports by your mobile phone or tablet,https://www.kickstarter.com/projects/2062234841/the-inspect-report?ref=ending_soon,Technology,Apps,"Chesapeake, VA",Virginia,Chesapeake,North America,usd,S.H.I Real Estate Inspections,0,2,1,0,0,0.5,0,20000,usd,30,0,433,1,0,0,1,0
