"","x"
"1280","Arcidia: Flesh & Bone is an epic Survival Horror, Sword and Sorcery, Resource Management game, set in a dying world."
"1281","The songs are written. The band's rearin to be gettin! With your help, my second album ""Dark Stars"" will hit your ears this June, 2017"
"1282","Tender Mint is a photo book containing images which embody loss, grief, and surprising, otherworldly beauty in the context of Jordan."
"1283","On the dark streets of Chicago, a serial killer hunts for prey. Using the powers of the afterlife, can one detective stop him in time?"
"1284","Eidolon Atomic is an indie book series set in a distopian world, driven by a new type of SciFi Genre, ""Phantom Punk Tech."""
"1285","The memories, the heartaches, the PTSD, and the recovery. Each piece of the story reveals God's faithfulness, even in the pain."
"1286","I self-funded my debut album this year and am raising money to bring my music onto your favorite radio stations across the globe!"
"1287","Im going to be working with a Publisher in hopes to publish my book. Called How I Survived a Brain Tumor."
"1288","This album will be a soulful amalgamation of original music inspired by our eclectic tastes with catchy melodies and personal lyrics."
"1289","Integrated Space Plan Update. Detailed 100 year forecast of our future in space. New vehicles, new resources, & settlements sooner!"
"1290","Quarterly magazine/comic featuring original content as well as articles on dipshit artists worldwide. Each issue comes with a sticker."
"1291","A website project that user can kick people who doesn't like. A politician, your boss, a famous person, whoever you want"
"1292","working on a podcast/ youtube channel to help the yugioh community by reporting on new cards, strategies, old good cards, deck profiles"
"1293","Flawless Beauty Bars wants to create a unique space for our talented team of stylists to bring flawless beauty to Seattle."
"1294","A loving portrait of 94-year-old Sergio Borelli, world-traveling journalist and TV pioneer, in his wunderkammer house of wonders."
"1295","A magnetic cutting board to keep your cutting utensils close."
"1296","WaitSmart is an intelligent web application that leverages theme park data and analytics to help you avoid long ride wait times!"
"1297","This waterproof wearable for running and swimming has Bluetooth, WiFi, Spotify, Pandora, Audible, and all your favorite apps!"
"1298","These customized fabric books are full of your dog's name and words he understands. He'll love to hear you read to him!"
"1299","A tabletop RPG about fighting the greatest threat known to mankind ... tabletop."
"1300","This is a book of poems that deal with trials, persecution and the struggle with faith when called by God."
"1301","To be doing something I love and being able to give back to local animal shelters at the same time. That's what it's all about."
"1302","Opening a new place with organic coffee AND organic wine. Come for your favorite coffee or to relax with a glass of wine !!!"
"1303","About Animal Rights."
"1304","We're bringing plant life to everyone - no matter how small the cubicle, desk, or dorm you deserve to be surrounded by natures beauty."
"1305","Curved to fit your pocket! An alternative to your traditional dice bag, this pouch sits flat in your front pocket."
"1306","Honor a talented young musician who was taken from us too soon by having his fantastic orchestral work transcribed for orchestra."
"1307","A fast-paced, fun & easy-to-play game for the whole family!"
"1308","Our goal is to focus on creative expression through clothing, art, and fashion in general rather than how expensive a an outfit is."
"1309","Science fiction meets Samuel Beckett. With robots!"
"1310","The project that we're starting are motivational tees for men and women. Our goal is to inspire college students in Tallahassee."
"1311","Bigger and better for 2017! A haunted attraction in Pottstown PA, a portion of sales going to The Children's Hospital oh Philadelphia"
"1312","Co-publishing my debut novel ""In-Between Days,"" a humorous and heavy coming-of-age tale set in Purgatory."
"1313","The world can be a bad place. I'm using my journalism background to get to the near and far places of the world to find the good."
"1314","A high end one-piece memory foam rug that protects your baby without sacrificing your style!"
"1315","""Ride 4 Lester"" is a EP for my upcoming mix-tape ""Trappin Out Da Den 2"". This project shows original creativity fans would vibe to!"
"1316","Clark County's next Community Kitchen! Providing five full kitchens, equipment and storage for Food Entrepreneurs of Vancouver, WA."
"1317","I am trying to bring back the old school rap format for those who still love it and don't really want to hear what is out here now."
"1318","A socially based motorcycle gps app that displays ratings and photos of roads, restaurants, bars and lodging shared by other bikers."
"1319","An easy-to-learn, always-fun card game with an original twist you've never seen"
"1320","I personalize clothing apparel and just about anything else with custom airbrushed artwork!"
"1321","Watch this 60 second video - reach your goals & live the life you love with the most effective, customized planner you'll ever own."
"1322","This Ipad Swing can be used as an Ipad Cover,It has removable adjustable straps, and a snap to hold the cover closed or open.."
"1323","Hello Kickstarter, we have returned once again to secure the funding required to print our newest book, Maps Vol 3, When it Rains."
"1324","Self publishing my Children's Book. ""Peaches The Corgi:Who To Be"". A story about a dog who isn't comfortable in his own fur!"
"1325","A implementation on the famous ""SpaceWar!"" with fully customizable ships."
"1326","XYbrid is a card-drafting, light strategy game in which players craft monsters in a competition to become the most infamous scientist."
"1327","Sharing martial arts ideas, knowledge and successes. Interviewing, demonstrating,recording,marketing, uploading to all social media"
"1328","I am writing a travel guide on eating in Madrid to help other people navigate the culinary world in Spain"
"1329","Local coffee shop that customers will be able to grab a cup of coffee, a snack, and hang with out with some adoptable cats and kittens."
"1330","Be a part of bringing ""YOU SAY SPEAK WE SAY MOVE"" into existence with FIKE. This is our first album since moving back to Baton Rouge!"
"1331","Upcoming RPG board game of chance and skill. This fully raises all of the funds for all art for the game"
"1332","We are currently trying to start a clothing brand that does not box people into a category. Something anyone in the Bay can relate to."
"1333","I want to start a YouTube vlog for new riders, where you learn to ride with an actual 'noob' (myself) from the very beginning."
"1334","Looking to open a real California style taco truck here in the Hilton Head area."
"1335","Multi-Award winning Singer / Songwriter Susan Shane - Linder records her 5th CD for families everywhere who are ""Singin' With Susan"""
"1336","Popular and Little Less Known Festivals Of India Presented In A Simple And Easy To Understand Stack"
"1337","Repurposing items into useable light fixtures"
"1338","This book is about helping individuals becoming enlightened through their thoughts and actions using philosophy through the ages."
"1339","An incompetent small MN town sheriff, and his deputy uncover a curse in this sleepy town. The curse is a man eating Sasquatch/Werewolf."
"1340","Find one or find them all! Search for the 7 hidden letters on each page. A great children's book for letter recognition!"
"1341","Creating an unparalleled fitness experience with music and fun at anywhere, anytime."
"1342","Fantasy author Ashley Schwellenbach is publishing a hardcover edition of her third novel, ""The Wheel Diver,"" produced by Oddi Printing."
"1343","The I Will Survive: Helping Others Overcome Childhood Sexual Abuse is a self-help book to help survivors find healing and forgiveness."
"1344","Using a unique watercolor technique, I build each state topography. I'd done a few of the states, but you all funded the completion of the rest of them, in addition to some incredible stretch goals."
"1345","Femme for Femme is an intersectional pop culture comedy podcast, aiming to open minds one guest at a time."
"1346","The UltimHat is the most functional baseball cap and visor combination ever invented."
"1347","Free food for the hungry, this app lets you give your left overs to people in need near you."
"1348","Starting a NON PROFIT offering of classes focusing on classic woodworking skills. From the beginner to experienced."
"1349","An evening-length work choreographed by Sadi Mosko & Carolyn Silverman. Performances April 28-29 at Barnard's Glicker-Milstein Theater."
"1350","I am making a game to play many different species of wild life. Imaging roaming the fields of Africa as the leader of the pack."
"1351","Peyton was a brave boy but was always told he was too little. This is his adventure of becoming a hero by being just that, too little."
"1352","Revisiting the way gaming modules should be, with high art, streamlined adventures, and awesome nostalgia for all level of gamers."
"1353","Most toothbrushes are stored out in the open, exposed to unsanitary particles in the air, this is the new standard hygiene container."
"1354","LED Lighted version of the of the original Tomalock fidget spinner brand. Quality spinners are designed and hand crafted in the USA."
"1355","I am writing my own music and needing to record in a professional studio and making music videos. I want to release an album by April"
"1356","Grammy Award Nominee Kenneth Fuchs will compose a work in the same genre as Copland's ""Appalachian Spring."""
"1357","Portable & waterproof device using safe, blue/UV light to kill algae, mold, fungus & bacteria‹in a convenient ping pong ball size."
"1358","Circumnavigation in a pedal powered boat with pedaled in land tours along the way. Culture, People, Places - A Blog"
"1359","This easy to read bedtime book helps children identify and create emotions, building strong emotional intelligence."
"1360","I am excited to fully launch my book series at Payson, AZ book festival on July 22nd. Be a part of this wonderful journey!"
"1361","I want to make 16 short horror films, and combine them in one epic scary movie. Prepare to jump and scream in terror."
"1362","Selling gourmet varieties of scratch made French macaron ice cream sandwiches faster then I can make them from my freezer push cart!"
"1363","A top-down game akin to a ""Zelda Maker""."
"1364","It's time for you to have something new! I am eager to share with you the words and melodies that have been brewing."
"1365","How a Harvard grad joined a cult, learned its mating rituals, endured exile, and _ finally _ mated in the wild."
"1366","Villains and monsters unite in this colossal new comic book, celebrating the tenth year anniversary of SCAPULA!"
"1367","Just 27 days before his assassination, President Kennedy spoke about poetry, power and civic culture in terms that resonate today."
"1368","Donate to help contribute to my Pink Tax awareness campaign to help less fortunate women and spread its discriminatory effect."
"1369","A Staged Reading of ""Snake Eyes,"" a new play by Alex Rafala"
"1370","Why create edible looking candles if they don't smell as good as they look? Deliciousness without the calories! Lol"
"1371","What if you FELT purpose? And were able to use your own abilities to align yourself to your frequency? I am writing this book for you."
"1372","Empowering people to act on their business & social ideas through an app that helps network, collaborate, plan, and launch ventures."
"1373","A new EP from Ro Colegrove featuring songs with a whole lot of heart and muscle behind them."
"1374","Sticky Pencils are essential to the classroom setting and promotes students to keep track of their pencils during class time!"
"1375","Colorado Kitty Pot catnip helps fund major care for needy pets. We're expanding our line to include toys to help save even more lives!"
"1376","Lets make the world a better place with southern hospitality."
"1377","Bipolar people = Creative genius people I am starting a professional blog, with articles written by myself weekly."
"1378","Creating a series of images focusing on beauty, culture & people of the Middle East-last stop Istanbul, Turkey Tulip Festival."
"1379","Pulp Horror and Science Fiction comic with heroes, more Pulp than Super, who band together to fight an ancient evil in 1952!"
"1380","You Backed me & now I am going to send you a personalized piece of art in the Post directly to your door."
"1381","Create Nintendo-style chiptune music with this MIDI-controlled synthesizer. The classic 8-bit video game sound is back on Kickstarter!"
"1382","Amazing tokens featuring artwork by Rafa_ Gorniak and Daniel Kamarudin."
"1383","An animalistic perspective on relationships and how they affect people."
"1384","Peter Bradley has brought a host of mythic creatures to life in this coloring book! Help us bring them to you."
"1385","A Wicked Cool design for beer lover's to show off in these super comfortable Tee's. ""I'm Having One More"", so why don't you join me ?"
"1386","A free 30 day guide to creating abundance with Young Living Essential Oils."
"1387","CafeDate.net is the first 100% free dating site. This is also International so members can meet singles from all over the world.."
"1388","Now is the time for patriotic Americans to express their opinion of our president. Our leaders need to know we want the bum thrown out."
"1389","A New Album about Freedom, Creativity and Human nature."
"1390","Kzoo Cat Cafe will be a place for community members to come spend time with local rescue cats and enjoy free coffee and wifi!"
"1391","Autism Awareness meets trendy fashion! No better way to raise awareness on a cause such as autism!"
"1392","A documentary about eclipse chasers who intercept the path of a total solar eclipse on a regularly scheduled air line flight."
"1393","Targeted to keep a golfer's lead arm straight: Minimizing the backswing bend and what is known as a ""Chicken-Wing."""
"1394","I'm looking to create a line of Custom airbrushed Headsets&Custom controllers for Charity called Customs 4 Cures with my own designs !"
"1395","Know what's in your tampons? Ours are 100% organic, biodegradable, hypoallergenic & chemical free. Building a better tampon."
"1396","Make getting your mail easy"
"1397","Lets spread some laughs and some awkward feelings."
"1398","We want to create a youtube show where we find old pieces of technology and restore them to their former use and talk about them."
"1399","Tre Locally sourced is focused on seasonal inspired cuisine that is regionally grown or raised. Thanks for viewing!"
"1400","Hey thanks for stopping by! Please visit SWANK Innovative Egg Rolls on Facebook for official relaunch details."
"1401","Gain fame, riches and a new home as the Vikings voyaging to England, or defend your Kingdom and Christendom from the pagan hordes!"
"1402","A new musical short about a restaurant staff preparing for three-star glory--while secretly working towards their personal dreams."
"1403","We make 100% All Natural & Organic Bath Salts, Bombs, Soap, Scrubs, Body Wash, & Lotions. All ingredients are sourced in the USA."
"1404","A timely film dealing with hate, stereotyping, death and bullying as three youths become young adults. A movie for everyone."
"1405","Getting Nigerian Dwarf Goats to produce fresh, raw milk so we can create hydrating goat milk soaps to sell at Farmer's Market!"
"1406","We strive to create the most customizable LED screen worldwide for all events!"
"1407","A new horror-comedy short film from the director of Bad Guy #2 and Death Metal."
"1408","Four women, all over 50, racing 750-mile to Alaska (R2AK). No motor, no support, to empower women to achieve their goals and dreams."
"1409","The board is a Stadium!"
"1410","A five-issue digital and print comic series by Matt D. Wilson, Rodrigo Vargas, Joe Hunter and Josh Krach."
"1411","No box, no chips, no dice, just cards. Better then print and play and just as cost effective."
"1412","Publish a 200 page, 12 1/2""square hard cover book with storyboards, design and anecdotes of main title sequences from 27 feature films."
"1413","NW Screendance Expo brings together dance, film & music students to create beautiful screendance works, ready for the big screen!"
"1414","Six Shooter Chat allows public discussion on selected topics and the ability to build relationships with those who share your view."
"1415","I have an Extraordinary opportuntiy to record at capitol records, one of the top music labels in America. Help me do so."
"1416","Manage your nation's domestic policy, expand your territory, make treaties, and declare war as you play this tabletop strategy game!"
"1417","Created by a Speech Therapist to fortify crucial concepts of early language and build vocabulary. A four-panel felt board that easily morphs into a reversible three-dimensional house!!"
"1418","We develop systems on axis._ X.Y.Z."
"1419","Promoting moral values, this is a tale kids can easily connect to understand individual greatness and respect for each other."
"1420","An album of dark and foreboding soundtrack music based on The Gunslinger, the first book of The Dark Tower series by Stephen King"
"1421","THE SPONGE BOX will keep your kitchen sponge odor free and help to reduce harmful bacteria."
"1422","The award-winning Jon Spear Band has 12 new original songs ready for the studio, and is working hard to make this its best CD ever."
"1423","A new array of services, features, and amenities. Updated game tables, additional lockers, airbrush stations, and a private game room!"
"1424","A campaign to launch a new comic book series entitled the Legend of the Crusaders."
"1425","STAR WARS - On a remote sector patrol our Empire pilot Heroine finds herself careening out of control after a meteor strike on her ship"
"1426","A beautiful desk ornament made of 4 unique elements from the periodic table."
"1427","Andrew Johnson's his first collection of essays will be published this fall by Possum Trot. He wants to create it with your support."
"1428","NUFF board. Powered at 2000W, it is amazingly powerful and the most affordable, high quality, electric skateboard on the market today!"
"1429","Soul Guys is a movie musical to be shot in Paris France April 18 starring Sammy Blue, Ronnie Hicks, Mudbone Turner, and Dobet Gnahore."
"1430","My goal is to bring what's in my head into real life. I want to get my music in to the world."
"1431","A mindful, responsible and fashion forward leather handbag brand created from the diverse culture of LA"
"1432","creating a music app that matches people to other people based on needs for their music ""team"" to achieve their dreams. sing on."
"1433","Parked Angel is dedicated to saving all lives from cold and hot car deaths with a new (patent pending) device."
"1434","Cats Kill is a feature length thriller movie currently seeking global digital distribution. To stay in the loop, please follow us on Instagram below."
"1435","Artisanal Teaware inspired by the working professional, minimalist, designer, novice, connoisseur, and most importantly, the tea lover"
"1436","We are creating a monthly interactive Catholic magazine which will be distributed throughout the world for the love of Jesus Christ."
"1437","Propeller provides fully & semi - custom handcrafted Leather Jackets, Backpacks, Bags & Wallets for men and women."
"1438","Don Cookie es un proyecto que llego para satisfacer los deseos de disfrutar unas irresistibles galletas reci_n horneadas y calienticas."
"1439","Hike Fernandina Beach to Miami Beach, Fl 400 mi. Live-Stream Science Education Environment Surf PlasticSymptom Vlog Blog Documentation"
"1440","We are focused on helping artists create a sustainable and successful career in the arts"
"1441","A soldier in the Middle East is ambushed on the road. During the chaos, an ethereal being is pulled to this side of existence."
"1442","A photographic meditation on the emotional landscape of loss and the struggle one can have within themselves to stay alive."
"1443","Abrasive and raw, but also nuanced and supremely technical, Grand Lord High Master's debut album is here to pummel you. Vinyl/Tape/MP3."
"1444","Deters birds from landing and roosting on the bow of your boat. Comes preassembled and takes less than five minutes to put on and off."
"1445","My name is Trisha, I'm a yogi, biz owner, mom to twins & a pit named Phoenix. I am screenprinting, ethically made, motivational wear."
"1446","NanoTemples are constructed using Nanoblocks, micro-sized bricks similar to Legos in design but on a much smaller scale."
"1447","Doorside is here to bring you a flavorful, kickass, well manicured, punch in the mouth, ambitious, unadulterated coffee."
"1448","Jenna Citrus is releasing two of her books at Quimby's Bookstore NYC."
"1449","The deepest conspiracy from the beginning of Humanity is now revealed and ""Renegade of Light"" will create the biggest controversy ever."
"1450","The Beverly Morgan Park Community Choir is a non-profit performing inspirational annual concerts since 1999."
"1451","I'm a freelance artist who goes by the name Chrysisi and these pretty kitties will be my first stickers and enamel pins!"
"1452","We have REACHED our GOAL!! I am SO EXCITED...I hope your ready b/c now the fun begins! _Stay tuned!!"
"1453","I love Cats! I love Pottery! I love Cats on Pottery! I am trying to raise money in order to continue taking pottery classes."
"1454","my name is mohni. i go by mone. i create designs, and engrave those designs in wooden hairbrushes, using a cnc mill or a laser mill."
"1455","Pocket Physician is a company that builds software to better connect the emergency medical field, between doctors and EMTs"
"1456","My family and I live in a small rural town In California, and where we are located we have a bee shortage and need a flowhive!"
"1457","The core book of the original fast paced, bare-knuckles, easy-to-learn, fun for all ages, fantasy RPG that is Castles & Crusades!"
"1458","""This book is on fire and carries the wisdom and presence of the Holy Spirit for revival on campuses._ The testimonies are miraculous and encouraging showing that God is as REAL today as He was in the book of Acts.""_ _ _ _ _ _ _ _ - Jaeson Ma"
"1459","Currently wrapped and in post production, we are seeking funds for distribution. Be a part of a movie by helping us out today!"
"1460","YOU can be part of the true story of Chris Dennis, who has inspired millions as Hollywood Superman."
"1461","Book that spreads awareness & knowledge of addiction epidemic. Highlights active addicts, ones in recovery and affected families."
"1462","The dog ball launcher that squeaks & grooms all while playing fetch. It's a toy, a brush and a squeak trainer. Time to up your game!"
"1463","Our goal is to fill a void and supply the demand for Authentic Caribbean Cusine on Staten Island. We are out growing our food truck."
"1464","Para-Social is the app that is going to revolutionize the way people with disabilities connect, get resources, date and so much more."
"1465","Get one of a thousand paintings by a future master while you can."
"1466","A selection of 140 articles published between 1970 to 1976 celebrating what was arguably Americaês most exciting decade of dance."
"1467","I've been collaborating with some really wonderful people and I'm recording my new EP in a Nashville studio."
"1468","Use deception, power, and good old dirty politics to add value to your allyês resources in this strategic and tactical diplomatic game."
"1469","I want to start my own business in fashion. I want to merchandise and sell clothing, shoes, and accessories for women of all sizes."
"1470","To help fund the 2017 Connecticut Critics Circle Awards Ceremony."
"1471","Empires and War Role Playing Game is a rulebook that has the rules for running a nation, political intrigue, and military conquest."
"1472","Help WOS present Bach's St John Passion as it was intended: with orchestra, organ, harpsichord and chorus!"
"1473","Need help for self-publish almost done. This book will answer a lot about misguided relationship and the why."
"1474","Lightning fast, fun and simple, Deadball uses real stats to bring the ballpark to your tabletop."
"1475","Modern and Wearable Storybook Style for girls who dream big and play hard!"
"1476","A dystopian sci-fi series set in the year 2029 that explores what would happen if the United States federal government collapses."
"1477","Fundamental, visual, and contextual construction knowledge easily accessible for DIY homeowners, professionals, and casual browsers."
"1478","In extreme heat and danger, Brown set out on his 6 day, 115 mile journey. His mission: to save California's Salton Sea."
"1479","Ever try to seal the ends of a rope only to wind up with finger blisters and melted flaming rope debris? You need a better Rope Ender!"
"1480","A fidget toy that is a compact reimagining of the original Cognito. Made from high quality materials, with quality finishes in the USA."
"1481","Through attention to detail, creativity, and the love of sneakers. Bringing to life someones vision as well as my own."
"1482","Revolutionary feed bucket to allow maximum durability and mobility."
"1483","Amick Cutler invites you on a musical journey of lullaby's from the fathers heart."
"1484","BUKUL on the go. Gadgets, notebooks and objects organized, so you can keep you moving._This is a revolutionary new product organizes your hand by combining and holding items for the on-the-go professional."
"1485","My hope is that by coming out of the darkness and shining a light on food addiction, we can remove the shame and move toward healing."
"1486","Melanie Mae is an illustrated tale of a five year old girl who never wants to grow up and wants to hold on to being 5 forever."
"1487","We are making a new fashion statement with beaded jewelry by adding our own unique interpretation of fashion trends!"
"1488","SEVEN tells the true stories of 7 women who bravely fought for the well-being of women, families, and children around the globe."
"1489","We are a group of creatives who want to provide a platform to help other young, immigrant artists showcase their work to a greater NYC"
"1490","Effortlessly align, support and strengthen posture. Relieve neck, back and shoulder strain with the most advanced wearable solution."
"1491","Women's go-to clothing inspired by and made in the Hudson Valley. Pieces to live in, companions to your confidence and natural beauty."
"1492","Cast spells, count cards, and outwit your opponents to be the last sorcerer standing in this elemental card game."
"1493","Mejoramiento del emprendimiento online artepivida.com, para hacerlo autosustentable y ayudar a mucha gente del mundo del arte."
"1494","Research and illustrate 38 monsters from around the world. All monsters will be covered, from the not so dangerous to the abominations."
"1495","We want to: Support ""no kill"" dog shelters, Simplify walking/running your pooch, Encourage people to clean up after their pooch"
"1496","Nacho Grandad's Tie Bars wants to bring the best, most irreverent, humorous men's fashion accessories to life. We are starting with you"
"1497","I have combined my love of nature and wolves into my first enamel pin, Crystal Wolf."
"1498","We're making the best darn food Fargo, ND has been needing for a while."
"1499","Our scholars strive to enter one piece of artwork into our public art show. Their incredible work is worthy of a professional gallery."
"1500","Follow and support this comedic web series about the teachers of an English as a Second Language school."
"1501","A group of friends in the Kansas City area who like to work on and occasionally drive their cars around town."
"1502","It is the time to learn through play! Having fun while learning a new language. Memorize through stories, associations, and emotions."
"1503","Clowns On A Stick is creating a new show to go along with Cinnabar Theater's production of the opera Pagliacci. Clowns and opera!"
"1504","I want to develop a website and also some educational, activity-based eBooks to download, print and start learning from."
"1505","A stringless guitar that plays any sound imaginable."
"1506","Affordable large scale storage solution for destiny dice."
"1507","Affordable organic baby food for the communities."
"1508","Luxury Playing Cards from the mind of Joey Minor. Designed for magicians and cardists alike. Printed by USPCC. Limited Edition."
"1509","Discover your inner Sushi Artist! Create fresh & healthy homemade Sushi Towers that your Dining Audience will not soon forget!"
"1510","I was inspired to start a small business crafting cute baby blankets, bibs, bows, and other accessories for hip babies everywhere."
"1511","A lonely, forgotten dog is stranded on Mars until one day, a mission-driven rover arrives, giving her the chance to finally go home."
"1512","Publishing my new book ""OMG, THATêS ME!!!"" ""Bipolar Disorder, Depression, Anxiety, Panic Attacks, Suffering in Silence and more"""
"1513","Help produce one of my more popular designs as a six-inch, vinyl, die-cut sticker!"
"1514","Hello Family and Friends, I am publishing my first children's picture book through my new company Sankofa Educational Services."
"1515","Kill Room is a female led (writer/director/producer/lead actress) indie feature film, set in a horror ""escape"" room."
"1516","This is women's jewelry that makes a statement about what is important to them. It is meaningful and bold and jewelry made in the USA."
"1517","A bag that was born by the desire to get outdoors. Built with the highest quality materials and tested in the roughest conditions."
"1518","This podcast is meant to revolutionize the means in which we share, discover, and explore new music by young composers."
"1519","Affordable clothing/apparel - Made humbly for the outdoorsman/woman. Community based on adventure and open-mindedness."
"1520","Summon powerful monsters, wield devastating magic, crush your enemies and conquer the world in this unique and thrilling card game."
"1521","Donations are for a quality HD video to display on the net. The end goal is to provide an outlet to Youth interested in pursing music."
"1522","I am an upcoming artist and my passion is to create art that is uplifting and inspirational."
"1523","Chill is the premier cold coffee brewing system when it comes to freshness, purity, and durability, your perfect cup of coffee awaits!"
"1524","Focusing on hopefully having you all pre-order the new album."
"1525","An epic Role-Playing masterpiece, with all of the core elements of the tried and true ultimate RPG turn-based strategy."
"1526","Robot Reborn is an apparel brand that wants to bring a bit of graphic pleasure into the world on the clothes you wear."
"1527","Sci-Fi comic Excubant Chapter #1 featuring real science combined with extraordinary possibility."
"1528","A small town will unleash a monster to save them from something worse..."
"1529","Big Dog Floats are the ultimate in personal water float. It is designed for both adults and children who love the water."
"1530","Boys Don't Fly is an illustrated children's book about a young boy searching for adventure with his animal friends in the jungle."
"1531","I began writing this book in prison, it is my experience, strength and hope in overcoming heroin addiction..."
"1532","What happens when powerful epic heroes from our past suddenly tear their way into the modern world? Hilarious misunderstandings!"
"1533","Pitch Slapped is ready to finish and release their 2nd full-length album along with some other great projects and we need your help!"
"1534","Creative and unique baits designed to trick and mystify fish into believing something is real when it's not."
"1535","Premier series of products based on cryptids, including Bigfoot, The Yeti, Mothman and The Loch Ness Monster."
"1536","The Egg Stack is a compact, modular, storage and display system for your eggs!"
"1537","Respect The Pound. Is an entertainment platform, designed to give support towards the artistic talents of the masses."
"1538","In this retro action-platformer, follow the Mother of Exiles as she unravels the mystery that felled an empire and cursed her people."
"1539","Super fast and easy access to your money. This extremely durable, lightweight, minimalist wallet is sure to impress."
"1540","We are making Color Changing shirts that only reveal their True Colors in the Sun Light. With the ultimate goal of saving the Tigers!"
"1541","Help fund social app that connects potential bandmates and musicians. Check out the landing page to learn more"
"1542","An outlaw is hunted by a robot bounty hunter in the American West"
"1543","Support the revival of American Made by helping Red House expand into a new studio space."
"1544","Its here guys! The very sought after Clear Spinner with additional Fidget-ability !"
"1545","The 2017 volume of an annual anthology of humorous science fiction and fantasy short stories."
"1546","Are you tired of always seeing the same things on your clothes? We're here to change that. Your ideas are our possibilities."
"1547","Spice Shack Artisan Spice & Coffee Bar will be a full-service spice & coffee destination also featuring original art and baked goods"
"1548","Together we can give every 21st century toddler a lifetime edge in stronger, smarter thinking and learning,"
"1549","In summer 2017 I will be going to take a trip for 30 days to drawing, painting and making art on the path of SANTIAGO DE COMPOSTELA"
"1550","In this project I'll be drawing something personal for you based on your request. I can work in Pencil, Pen and Marker."
"1551","A push-your-luck adventure tabletop game for 2-6 players by Scott Almes, featuring a thrilling balance of strategy and luck!"
"1552","I need to buy a reclaimed Burmese Teak beam for my next project. It's expensive...about $1,134.00."
"1553","Enter the world of superpowers meets sports entertainment."
"1554","What's an ESA? It stands for Employee Supported Agriculture--we're growing food where we work."
"1555","This is a Christian children's book. The book is designed to help sick children go through a surgery with as little stress as possible."
"1556","Needing a space dedicated to Photography and a darkroom to add large format film."
"1557","The first part of a Scifi series that will become a love story across time, space, death, and Reality"
"1558","A quadriplegic who horseback rides, swims and scuba dives for the purpose of transforming the socio-cultural view towards disability"
"1559","I want to show my daughter how to be a strong woman and business owner. As well as your other children. Go pro, lemonade stand"
"1560","We are publishing Issue 18 of the science fiction, fantasy, and horror magazine Devilfish Review."
"1561","THE PAINS OF HELL A LIFE JOURNEY OF tim coker is a testimonial book of how God saved him from 2 firey graves.."
"1562","I'm creating tactical lights for law enforcement (i.e. police, military, etc.) to help during night checkpoints / searches."
"1563","Heading into the studio to record our first full-length album!"
"1564","A free web series that helps teens tackle everyday issues in an entertaining and educational way."
"1565","As is our signature, DancEthos will present a varied and dynamic program featuring the work of 6 diverse choreographers."
"1566","Launch of a USA made, high quality photopolymer stamp line created by a crafter who has doodled these characters in secret for years."
"1567","I am writing & illustrating a children's book in which a puppy is born at a puppy mill, rescued, & finally adopted by a loving family."
"1568","Primary focus: Creating a blog from scratch that features prompts you create and for each I will write an improvised essay."
"1569","A live action kids series from members of Teddy Ruxpin and PBS's Puzzle Place, inspiring etiquette and social skills in today's world."
"1570","A superhuman walks into therapy. Atmospheric horror permeates a unique doctor/patient study that spans space and time."
"1571","Two awesome 12 year olds have created a delicious treat that you will love! Help them to raise enough money for ingredients!"
"1572","Dr. Quark created his greatest invention and then it was stolen! The greatest chase in history begins!"
"1573","Love Mythos: Sanctuary Island is a Visual Novel of Mythological Proportions. As an inclusive love story, there's someone for everyone."
"1574","I've been rapping and releasing projects for years and no matter how great my fan base says I am I've learned it's all about money."
"1575","""It's Easy to Smile When You Love Your Work"" is a book of 50-100 profiles of people across the USA who have a passion for their work."
"1576","THE BEST EDUCATION SENSORY FABRIC BOOK! FIRST BOOK FULLY MEETS ALL SAFETY REQUIREMENTS!"
"1577","I was inspired to write this book as I watched my children play on our sidewalk in NYC."
"1578","A new documentary film by a group of renowned flyfishermen aims to protect Colombia's key jungle river ecosystems"
"1579","This is a fun little picture book, guiding young children towards thinking of their faith."
"1580","Foreign to Myself is an original play about the daily life of the homecoming Veteran."
"1581","In life you must become one with who you are, your goal is to be better than you were yesterday by simply living in your truth."
"1582","A tool for self-sufficiency - _ serving the future of farming, determined for small farms to succeed, defending craftsmanship and believing in people"
"1583","This castle dice roller goes great with any type of game like dungeons and dragons, Yahtzee or Risk where a lot of dice are needed"
"1584","An exciting and engaging children's book for ages 8 and up designed to equip us all in the authority and power of the name of Jesus."
"1585","""Brain The Brain Falls Down"" was made for children with a brain injury and those coping with a loved one who has a brain injury."
"1586","The endless possibilities of dating apps send a group of friends in L.A. into a whirlwind of sex, jealousy, and self-doubt."
"1587","SportsVenting is a social media app where fans can vent their frustrations about the teams they love/hate. Looking to build an iOS app."
"1588","Klicker is a simple solution to keeping your laces tied, while never having to leave the classic look of the shoelace."
"1589","A story about a runaway programmer. If funded, it will be released with a creative commons license for anyone to read and remix."
"1590","The App creates the ability for virtually anyone to monetize anything that grows out of the ground. Fruits,vegetables,herbs,flowers,etc"
"1591","The world's first & only backpack to carry & protect clippers, equipment & anything else a barber & the average person may desire."
"1592","Angels And One Armed Jugglers: Be there as a veteran artist makes a beautiful record & know forever, it came into being because of you."
"1593","Have fun assembling the night sky by collecting the right stars for each constellation. Use your puzzle skills to maximize your score!"
